cosine_similarity,entity_overlap,length_ratio,task_id,source,corruption_type,label
0.7439493536949158,0.8333333333333334,12.4375,task_002,hand_easy,none,1
0.013691306114196777,0.0,0.3125,task_002,hand_easy,tool_result_drop,0
0.6884648203849792,0.8571428571428571,7.6,task_003,hand_easy,none,1
0.5735094547271729,0.8571428571428571,2.25,task_003,hand_easy,truncation,0
0.5273441076278687,0.14285714285714285,1.2,task_003,hand_easy,over_summarization,0
0.7458550333976746,0.6,16.1875,task_005,hand_easy,none,1
0.563575804233551,0.6666666666666666,10.5,task_006,hand_easy,none,1
0.7214578986167908,0.6666666666666666,11.642857142857142,task_007,hand_easy,none,1
0.6624810695648193,0.6666666666666666,10.578947368421053,task_009,hand_easy,none,1
0.7872220277786255,0.8,11.571428571428571,task_010,hand_easy,none,1
0.7027533054351807,0.2,2.761904761904762,task_010,hand_easy,tool_result_drop,0
0.7259989380836487,0.2,1.0952380952380953,task_010,hand_easy,over_summarization,0
0.7356111407279968,0.6,10.277777777777779,task_011,hand_easy,none,1
0.6868842244148254,0.8571428571428571,9.368421052631579,task_012,hand_easy,none,1
0.7123228311538696,0.8571428571428571,8.210526315789474,task_012,hand_easy,entity_omission,0
0.8251588344573975,0.8571428571428571,5.833333333333333,task_015,hand_easy,none,1
0.7076399326324463,0.75,14.23076923076923,task_017,hand_easy,none,1
0.7053884863853455,0.7142857142857143,8.666666666666666,task_018,hand_easy,none,1
0.7114118933677673,0.8333333333333334,8.176470588235293,task_019,hand_easy,none,1
0.7208268642425537,0.8,8.777777777777779,task_021,hand_easy,none,1
0.6152705550193787,0.8333333333333334,13.75,task_022,hand_easy,none,1
0.7455295324325562,0.75,11.56,task_024,hand_easy,none,1
0.6643925905227661,0.8333333333333334,15.428571428571429,task_026,hand_easy,none,1
0.6867334842681885,0.7142857142857143,11.090909090909092,task_028,hand_easy,none,1
0.7281606197357178,0.8,10.789473684210526,task_030,hand_easy,none,1
0.7879123091697693,0.7647058823529411,6.137254901960785,task_031,hand_hard,none,1
0.78770911693573,0.5294117647058824,1.8235294117647058,task_031,hand_hard,truncation,0
0.6024381518363953,0.23529411764705882,0.9607843137254902,task_031,hand_hard,tool_result_drop,0
0.5813359022140503,0.29411764705882354,1.1568627450980393,task_031,hand_hard,over_summarization,0
0.7328404784202576,0.5833333333333334,3.876923076923077,task_032,hand_hard,none,1
0.4749327301979065,0.16666666666666666,0.7538461538461538,task_032,hand_hard,tool_result_drop,0
0.46904632449150085,0.08333333333333333,0.35384615384615387,task_032,hand_hard,over_summarization,0
0.8400685787200928,0.5333333333333333,6.574074074074074,task_033,hand_hard,none,1
0.7530961036682129,0.4,1.3703703703703705,task_033,hand_hard,tool_result_drop,0
0.7160053849220276,0.13333333333333333,0.8333333333333334,task_033,hand_hard,over_summarization,0
0.7655420303344727,0.9,4.970588235294118,task_034,hand_hard,none,1
0.5945045351982117,0.3,0.8088235294117647,task_034,hand_hard,tool_result_drop,0
0.5392694473266602,0.05,0.4852941176470588,task_034,hand_hard,over_summarization,0
0.8095627427101135,0.6666666666666666,5.153846153846154,task_035,hand_hard,none,1
0.8034793138504028,0.47619047619047616,3.5846153846153848,task_035,hand_hard,entity_omission,0
0.6022576689720154,0.09523809523809523,0.6307692307692307,task_035,hand_hard,tool_result_drop,0
0.5963805317878723,0.14285714285714285,0.35384615384615387,task_035,hand_hard,over_summarization,0
0.8527944087982178,0.6470588235294118,6.5476190476190474,task_036,hand_hard,none,1
0.61333829164505,0.11764705882352941,0.6666666666666666,task_036,hand_hard,tool_result_drop,0
0.7427851557731628,0.11764705882352941,0.6190476190476191,task_036,hand_hard,over_summarization,0
0.7526282668113708,0.7058823529411765,6.098360655737705,task_037,hand_hard,none,1
0.8294384479522705,0.88,4.7164179104477615,task_038,hand_hard,none,1
0.8185961246490479,0.8333333333333334,6.770833333333333,task_039,hand_hard,none,1
0.702849805355072,0.4166666666666667,1.1458333333333333,task_039,hand_hard,tool_result_drop,0
0.8862051963806152,0.5833333333333334,0.6875,task_039,hand_hard,over_summarization,0
0.8045992851257324,0.6666666666666666,3.816666666666667,task_040,hand_hard,none,1
0.6935297250747681,0.42857142857142855,1.1333333333333333,task_040,hand_hard,truncation,0
0.09001634269952774,0.0,0.5333333333333333,task_040,hand_hard,tool_result_drop,0
0.33111321926116943,0.09523809523809523,0.3,task_040,hand_hard,over_summarization,0
0.797377347946167,0.8235294117647058,5.269230769230769,task_041,hand_hard,none,1
0.6425430178642273,0.17647058823529413,0.4807692307692308,task_041,hand_hard,over_summarization,0
0.7927992343902588,0.8235294117647058,5.823529411764706,task_042,hand_hard,none,1
0.29602259397506714,0.0,0.5098039215686274,task_042,hand_hard,over_summarization,0
0.8119039535522461,0.5714285714285714,6.829268292682927,task_043,hand_hard,none,1
0.6202905774116516,0.0,0.8292682926829268,task_043,hand_hard,tool_result_drop,0
0.8366779088973999,0.7368421052631579,4.234375,task_044,hand_hard,none,1
0.660942554473877,0.05263157894736842,0.34375,task_044,hand_hard,over_summarization,0
0.8169034123420715,0.42857142857142855,3.557142857142857,task_045,hand_hard,none,1
0.8054075837135315,0.7692307692307693,5.319148936170213,task_046,hand_hard,none,1
0.6757540702819824,0.3076923076923077,1.0638297872340425,task_046,hand_hard,tool_result_drop,0
0.8064913749694824,0.5789473684210527,4.632352941176471,task_047,hand_hard,none,1
0.48102232813835144,0.10526315789473684,0.4852941176470588,task_047,hand_hard,over_summarization,0
0.7964808940887451,0.6666666666666666,4.551724137931035,task_048,hand_hard,none,1
0.7561994791030884,0.5263157894736842,4.555555555555555,task_050,hand_hard,none,1
0.7398783564567566,0.10526315789473684,0.5,task_050,hand_hard,over_summarization,0
0.8129351735115051,0.631578947368421,6.264150943396227,task_051,hand_hard,none,1
0.5208524465560913,0.21052631578947367,0.4339622641509434,task_051,hand_hard,tool_result_drop,0
0.7281897664070129,0.625,6.782608695652174,task_052,hand_hard,none,1
0.8169976472854614,0.5294117647058824,5.660377358490566,task_053,hand_hard,none,1
0.7768868207931519,0.7,7.851851851851852,task_054,hand_hard,none,1
0.8251799941062927,0.7142857142857143,4.470588235294118,task_055,hand_hard,none,1
0.8463014364242554,0.42857142857142855,1.338235294117647,task_055,hand_hard,truncation,0
0.7261849045753479,0.14285714285714285,0.8970588235294118,task_055,hand_hard,tool_result_drop,0
0.8143326044082642,0.14285714285714285,0.5882352941176471,task_055,hand_hard,over_summarization,0
0.7652556300163269,0.8333333333333334,5.976190476190476,task_056,hand_hard,none,1
0.8161043524742126,0.5625,5.25,task_057,hand_hard,none,1
0.8084496259689331,0.4375,1.5576923076923077,task_057,hand_hard,truncation,0
0.8150626420974731,0.25,2.769230769230769,task_057,hand_hard,entity_omission,0
0.6713268756866455,0.375,1.0,task_057,hand_hard,tool_result_drop,0
0.5784345865249634,0.25,0.9230769230769231,task_057,hand_hard,over_summarization,0
0.6824392676353455,0.7777777777777778,5.4,task_058,hand_hard,none,1
0.6900709271430969,0.3333333333333333,3.5142857142857142,task_058,hand_hard,entity_omission,0
0.3692203164100647,0.1111111111111111,1.0,task_058,hand_hard,tool_result_drop,0
0.8306028842926025,0.7142857142857143,7.113636363636363,task_059,hand_hard,none,1
0.7877960205078125,0.6428571428571429,2.1136363636363638,task_059,hand_hard,truncation,0
0.7697232365608215,0.6428571428571429,6.136363636363637,task_059,hand_hard,entity_omission,0
0.7121454477310181,0.42857142857142855,1.1590909090909092,task_059,hand_hard,tool_result_drop,0
0.8065564632415771,0.75,4.955223880597015,task_060,hand_hard,none,1
0.5836084485054016,0.5625,1.3582089552238805,task_060,hand_hard,tool_result_drop,0
0.4901251196861267,0.0,0.47761194029850745,task_060,hand_hard,over_summarization,0
0.6750866174697876,0.7142857142857143,10.590909090909092,task_004,hand_easy,none,1
0.6190918684005737,0.42857142857142855,3.1363636363636362,task_004,hand_easy,truncation,0
0.5404669642448425,0.42857142857142855,1.7272727272727273,task_004,hand_easy,tool_result_drop,0
0.6951647996902466,0.0,1.7727272727272727,task_004,hand_easy,over_summarization,0
0.685438334941864,0.42857142857142855,6.4375,task_014,hand_easy,none,1
0.6493374109268188,0.14285714285714285,4.9375,task_014,hand_easy,entity_omission,0
0.6868192553520203,0.3333333333333333,13.125,task_016,hand_easy,none,1
0.6813523173332214,0.8571428571428571,14.571428571428571,task_029,hand_easy,none,1
0.7315934896469116,0.3076923076923077,6.242424242424242,he_000,humaneval,none,1
0.8186034560203552,0.47058823529411764,2.8095238095238093,he_001,humaneval,none,1
0.735340416431427,0.6363636363636364,4.0,he_002,humaneval,none,1
0.8034349083900452,0.6842105263157895,3.4310344827586206,he_003,humaneval,none,1
0.6596037149429321,0.26666666666666666,4.3061224489795915,he_004,humaneval,none,1
0.6800180673599243,0.7272727272727273,7.62962962962963,he_005,humaneval,none,1
0.7411338686943054,0.5789473684210527,3.68,he_006,humaneval,none,1
0.4573686122894287,0.10526315789473684,0.52,he_006,humaneval,over_summarization,0
0.6104821562767029,0.5454545454545454,5.461538461538462,he_007,humaneval,none,1
0.7280075550079346,0.375,3.3469387755102042,he_008,humaneval,none,1
0.7411940097808838,0.25,1.0,he_008,humaneval,truncation,0
0.6955252885818481,0.1875,1.5714285714285714,he_008,humaneval,entity_omission,0
-0.012213379144668579,0.0,0.10204081632653061,he_008,humaneval,tool_result_drop,0
0.6973250508308411,0.6363636363636364,5.057142857142857,he_009,humaneval,none,1
0.7566906809806824,0.5,6.066666666666666,he_011,humaneval,none,1
0.661392092704773,0.5454545454545454,3.046511627906977,he_012,humaneval,none,1
0.5644692778587341,0.2727272727272727,0.8372093023255814,he_012,humaneval,tool_result_drop,0
0.6152610182762146,0.7777777777777778,7.052631578947368,he_013,humaneval,none,1
0.7705130577087402,0.3333333333333333,7.5,he_014,humaneval,none,1
0.6394281983375549,0.875,6.869565217391305,he_015,humaneval,none,1
0.6368772983551025,0.375,6.5,he_016,humaneval,none,1
0.7078802585601807,0.4230769230769231,2.607142857142857,he_017,humaneval,none,1
0.6698548197746277,0.2692307692307692,0.7738095238095238,he_017,humaneval,truncation,0
0.5782286524772644,0.19230769230769232,0.6666666666666666,he_017,humaneval,tool_result_drop,0
0.7718178629875183,0.15384615384615385,0.47619047619047616,he_017,humaneval,over_summarization,0
0.7123050093650818,0.2857142857142857,7.103448275862069,he_018,humaneval,none,1
0.7421777248382568,0.7857142857142857,5.5476190476190474,he_019,humaneval,none,1
0.7493895888328552,0.75,4.163265306122449,he_020,humaneval,none,1
0.6324612498283386,0.4444444444444444,5.170731707317073,he_021,humaneval,none,1
0.6636555790901184,0.5,6.92,he_022,humaneval,none,1
0.7224754095077515,1.0,10.181818181818182,he_023,humaneval,none,1
0.5592824816703796,0.25,10.789473684210526,he_024,humaneval,none,1
0.7052962779998779,0.631578947368421,4.4576271186440675,he_025,humaneval,none,1
0.755737841129303,1.0,5.0,he_026,humaneval,none,1
0.7256376147270203,0.25,7.875,he_027,humaneval,none,1
0.606651782989502,0.0,2.3125,he_027,humaneval,truncation,0
0.6369004249572754,0.4,6.375,he_028,humaneval,none,1
0.7134249210357666,0.5,5.666666666666667,he_029,humaneval,none,1
0.6548269391059875,0.25,21.846153846153847,mbpp_002,mbpp,none,1
0.627605676651001,0.4,9.105263157894736,mbpp_004,mbpp,none,1
0.6573187112808228,0.2,1.3157894736842106,mbpp_004,mbpp,over_summarization,0
0.6775065660476685,0.8,15.411764705882353,mbpp_007,mbpp,none,1
0.6451012492179871,0.5,12.5,mbpp_008,mbpp,none,1
0.8166719675064087,1.0,12.3,mbpp_009,mbpp,none,1
0.7051279544830322,0.8,12.588235294117647,mbpp_011,mbpp,none,1
0.525063693523407,0.4,1.7647058823529411,mbpp_011,mbpp,over_summarization,0
0.7514142990112305,1.0,15.166666666666666,mbpp_014,mbpp,none,1
0.6827864050865173,1.0,7.875,mbpp_017,mbpp,none,1
0.6544270515441895,0.5,9.6,mbpp_019,mbpp,none,1
0.7276576161384583,0.75,14.0625,mbpp_058,mbpp,none,1
0.6805242896080017,0.0,9.375,mbpp_063,mbpp,none,1
0.6911662817001343,0.8333333333333334,9.375,mbpp_064,mbpp,none,1
0.6469317674636841,0.75,13.076923076923077,mbpp_065,mbpp,none,1
0.5560534596443176,0.5,15.066666666666666,task_025,hand_easy,none,1
0.6610314249992371,0.6,9.421052631578947,mbpp_057,mbpp,none,1
0.5195976495742798,0.2,1.105263157894737,mbpp_057,mbpp,over_summarization,0
0.6825759410858154,0.8333333333333334,11.31578947368421,mbpp_061,mbpp,none,1
-0.01749757118523121,0.0,0.2631578947368421,mbpp_061,mbpp,tool_result_drop,0
0.6941471695899963,0.75,10.357142857142858,mbpp_066,mbpp,none,1
0.7246410250663757,0.8333333333333334,17.3125,mbpp_067,mbpp,none,1
0.7223660349845886,1.0,14.428571428571429,mbpp_072,mbpp,none,1
0.5699013471603394,0.75,24.133333333333333,mbpp_074,mbpp,none,1
0.641656756401062,0.5,12.736842105263158,mbpp_075,mbpp,none,1
0.33657369017601013,0.3333333333333333,1.7894736842105263,mbpp_075,mbpp,over_summarization,0
0.7166044116020203,0.6666666666666666,14.923076923076923,mbpp_077,mbpp,none,1
0.7620123624801636,0.5,23.444444444444443,mbpp_080,mbpp,none,1
0.6526986360549927,0.0,15.307692307692308,mbpp_084,mbpp,none,1
0.6098639369010925,0.4,15.23076923076923,task_020,hand_easy,none,1
0.5950683951377869,0.4,4.538461538461538,task_020,hand_easy,truncation,0
0.6884040236473083,0.2,8.461538461538462,task_020,hand_easy,entity_omission,0
0.741701066493988,0.75,9.88888888888889,task_023,hand_easy,none,1
0.6416406035423279,0.0,15.785714285714286,mbpp_069,mbpp,none,1
0.6339579224586487,1.0,20.22222222222222,mbpp_071,mbpp,none,1
0.628862202167511,1.0,6.0,mbpp_071,mbpp,truncation,0
0.7633898854255676,0.875,9.9,task_013,hand_easy,none,1
0.7977975010871887,0.75,2.95,task_013,hand_easy,truncation,0
0.7381690144538879,0.375,1.15,task_013,hand_easy,tool_result_drop,0
0.509865939617157,0.0,1.4,task_013,hand_easy,over_summarization,0
0.8702269792556763,0.5714285714285714,2.816326530612245,task_061,hand_hard,none,1
0.8388832211494446,0.42857142857142855,1.8673469387755102,task_061,hand_hard,entity_omission,0
0.7568473815917969,0.10714285714285714,0.19387755102040816,task_061,hand_hard,over_summarization,0
0.80948406457901,0.5,3.011904761904762,task_062,hand_hard,none,1
0.1205139085650444,0.09090909090909091,0.47619047619047616,task_062,hand_hard,tool_result_drop,0
0.6000577807426453,0.0,0.15476190476190477,task_062,hand_hard,over_summarization,0
0.844214677810669,0.6666666666666666,2.1724137931034484,task_063,hand_hard,none,1
0.6874904632568359,0.3333333333333333,0.6436781609195402,task_063,hand_hard,truncation,0
0.595858633518219,0.1111111111111111,0.3563218390804598,task_063,hand_hard,tool_result_drop,0
0.6803146600723267,0.18518518518518517,0.367816091954023,task_063,hand_hard,over_summarization,0
0.8009408116340637,0.5714285714285714,4.275,task_064,hand_easy,none,1
0.7549540996551514,0.5,1.275,task_064,hand_easy,truncation,0
0.7873976230621338,0.5,2.425,task_064,hand_easy,entity_omission,0
0.7230859994888306,0.42857142857142855,1.0,task_064,hand_easy,tool_result_drop,0
0.432529091835022,0.21428571428571427,1.025,task_064,hand_easy,over_summarization,0
0.8498597741127014,0.6296296296296297,2.8505747126436782,task_065,hand_hard,none,1
0.8293421864509583,0.3333333333333333,0.9655172413793104,task_065,hand_hard,tool_result_drop,0
0.5877755880355835,0.14814814814814814,0.28735632183908044,task_065,hand_hard,over_summarization,0
0.7204006314277649,0.625,3.0,task_066,hand_hard,none,1
0.7084871530532837,0.3333333333333333,0.8902439024390244,task_066,hand_hard,truncation,0
0.49950551986694336,0.041666666666666664,0.36585365853658536,task_066,hand_hard,tool_result_drop,0
0.49987268447875977,0.5,0.43902439024390244,task_066,hand_hard,over_summarization,0
0.8270594477653503,0.6666666666666666,5.966666666666667,task_067,hand_easy,none,1
0.6039100885391235,0.3333333333333333,1.1333333333333333,task_067,hand_easy,tool_result_drop,0
0.44088563323020935,0.16666666666666666,0.5666666666666667,task_067,hand_easy,over_summarization,0
0.811828076839447,0.6875,2.7333333333333334,task_068,hand_hard,none,1
0.7599647641181946,0.34375,0.8111111111111111,task_068,hand_hard,truncation,0
0.5663946270942688,0.0625,0.32222222222222224,task_068,hand_hard,tool_result_drop,0
0.4686024785041809,0.0625,0.2777777777777778,task_068,hand_hard,over_summarization,0
0.8513695597648621,0.68,3.7346938775510203,task_069,hand_hard,none,1
0.8558899760246277,0.4,1.1122448979591837,task_069,hand_hard,truncation,0
0.6745227575302124,0.2,0.5918367346938775,task_069,hand_hard,tool_result_drop,0
0.6930662989616394,0.28,0.41836734693877553,task_069,hand_hard,over_summarization,0
0.8054961562156677,0.8333333333333334,4.03030303030303,task_070,hand_easy,none,1
0.6875084042549133,0.5833333333333334,1.1818181818181819,task_070,hand_easy,truncation,0
0.31699883937835693,0.16666666666666666,0.6666666666666666,task_070,hand_easy,tool_result_drop,0
0.7921551465988159,0.7619047619047619,3.814814814814815,task_072,hand_hard,none,1
0.754301905632019,0.2857142857142857,1.1358024691358024,task_072,hand_hard,truncation,0
0.6007365584373474,0.19047619047619047,0.7283950617283951,task_072,hand_hard,tool_result_drop,0
0.6230427026748657,0.23809523809523808,0.32098765432098764,task_072,hand_hard,over_summarization,0
0.5985265374183655,0.45454545454545453,5.257142857142857,task_073,hand_easy,none,1
0.6856120824813843,0.18181818181818182,0.9428571428571428,task_073,hand_easy,tool_result_drop,0
0.8235473036766052,0.8095238095238095,3.6417910447761193,task_074,hand_hard,none,1
0.7973070740699768,0.42857142857142855,1.0895522388059702,task_074,hand_hard,truncation,0
0.6535016298294067,0.23809523809523808,0.6417910447761194,task_074,hand_hard,tool_result_drop,0
0.6185205578804016,0.0,0.373134328358209,task_074,hand_hard,over_summarization,0
0.7840178608894348,0.5454545454545454,4.909090909090909,task_076,hand_easy,none,1
0.5336878299713135,0.09090909090909091,0.7878787878787878,task_076,hand_easy,over_summarization,0
0.7777904272079468,0.6521739130434783,3.541176470588235,task_077,hand_hard,none,1
0.3283708691596985,0.13043478260869565,0.4235294117647059,task_077,hand_hard,tool_result_drop,0
0.8828931450843811,0.5882352941176471,2.008130081300813,task_078,hand_hard,none,1
0.8122886419296265,0.3235294117647059,0.6016260162601627,task_078,hand_hard,truncation,0
0.7653728723526001,0.08823529411764706,0.3821138211382114,task_078,hand_hard,tool_result_drop,0
0.611343264579773,0.17647058823529413,0.1951219512195122,task_078,hand_hard,over_summarization,0
0.8074687719345093,0.5,4.076923076923077,task_079,hand_easy,none,1
0.7609832286834717,0.25,1.205128205128205,task_079,hand_easy,truncation,0
-0.07052983343601227,0.0,0.1282051282051282,task_079,hand_easy,tool_result_drop,0
0.8409576416015625,0.5135135135135135,2.6194029850746268,task_080,hand_hard,none,1
0.8218573331832886,0.32432432432432434,0.7835820895522388,task_080,hand_hard,truncation,0
0.8625790476799011,0.3783783783783784,2.044776119402985,task_080,hand_hard,entity_omission,0
0.42784643173217773,0.05405405405405406,0.20149253731343283,task_080,hand_hard,tool_result_drop,0
0.7028617262840271,0.08108108108108109,0.2537313432835821,task_080,hand_hard,over_summarization,0
0.8183995485305786,0.5454545454545454,4.369230769230769,task_081,hand_hard,none,1
0.6299576163291931,0.13636363636363635,0.6461538461538462,task_081,hand_hard,tool_result_drop,0
0.8275548815727234,0.6,5.4,task_082,hand_easy,none,1
0.8922310471534729,0.7307692307692307,3.0526315789473686,task_083,hand_hard,none,1
0.8963258266448975,0.5384615384615384,0.9078947368421053,task_083,hand_hard,truncation,0
0.6027047634124756,0.15384615384615385,0.34210526315789475,task_083,hand_hard,over_summarization,0
0.8602301478385925,0.8125,3.0186915887850465,task_084,hand_hard,none,1
0.8365413546562195,0.40625,0.897196261682243,task_084,hand_hard,truncation,0
0.602112352848053,0.0625,0.5514018691588785,task_084,hand_hard,tool_result_drop,0
0.6430891156196594,0.08333333333333333,4.6,he_030,humaneval,none,1
0.6065161228179932,0.2,4.34375,he_031,humaneval,none,1
0.4107176959514618,0.2,0.34375,he_031,humaneval,over_summarization,0
0.6630582213401794,0.6842105263157895,3.863013698630137,he_033,humaneval,none,1
0.5326123833656311,0.3333333333333333,5.260869565217392,he_034,humaneval,none,1
0.6626906991004944,0.1,3.4583333333333335,he_035,humaneval,none,1
0.7471553683280945,0.9,7.766666666666667,he_036,humaneval,none,1
0.48659226298332214,0.3,1.3,he_036,humaneval,tool_result_drop,0
0.5335532426834106,0.5,1.0,he_036,humaneval,over_summarization,0
0.6670626997947693,0.5333333333333333,4.0344827586206895,he_037,humaneval,none,1
0.7640331983566284,0.9,8.321428571428571,he_039,humaneval,none,1
0.7418243288993835,0.5,2.7857142857142856,he_039,humaneval,entity_omission,0
0.807095468044281,0.8181818181818182,4.56140350877193,he_040,humaneval,none,1
